scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_moe
cgr050,11,190,0.516,0.442,0.589,0.073
cgr050,11,200,0.515,0.443,0.586,0.071
cgr050,11,210,0.514,0.445,0.584,0.07
cgr050,11,220,0.518,0.45,0.586,0.068
cgr050,11,230,0.517,0.451,0.584,0.066
cgr050,11,240,0.517,0.451,0.581,0.065
cgr050,11,250,0.52,0.456,0.583,0.064
cgr050,11,260,0.512,0.449,0.574,0.062
cgr050,11,270,0.507,0.446,0.569,0.061
cgr050,11,280,0.504,0.443,0.564,0.06
cgr050,11,290,0.514,0.455,0.573,0.059
cgr050,11,300,0.51,0.452,0.568,0.058
cgr050,10,10,0.7,0.348,0.933,0.293
cgr050,10,20,0.55,0.315,0.769,0.227
cgr050,10,30,0.533,0.343,0.717,0.187
cgr050,10,40,0.5,0.338,0.662,0.162
cgr050,10,50,0.54,0.393,0.682,0.144
cgr050,10,60,0.5,0.368,0.632,0.132
cgr050,10,70,0.5,0.378,0.622,0.122
cgr050,10,80,0.512,0.398,0.626,0.114
cgr050,10,90,0.511,0.403,0.618,0.107
cgr050,10,100,0.54,0.437,0.64,0.101
cgr050,10,110,0.555,0.457,0.649,0.096
cgr050,10,120,0.533,0.44,0.625,0.092
cgr050,10,130,0.523,0.434,0.611,0.089
cgr050,10,140,0.521,0.435,0.607,0.086
cgr050,10,150,0.52,0.437,0.602,0.083
cgr050,10,160,0.506,0.426,0.586,0.08
cgr050,10,170,0.494,0.417,0.572,0.078
cgr050,10,180,0.478,0.403,0.553,0.075
cgr050,10,190,0.463,0.391,0.537,0.073
cgr050,10,200,0.465,0.394,0.537,0.071
cgr050,10,210,0.471,0.402,0.541,0.069
cgr050,10,220,0.482,0.414,0.55,0.068
cgr050,10,230,0.47,0.404,0.536,0.066
cgr050,10,240,0.479,0.414,0.544,0.065
cgr050,10,250,0.476,0.413,0.54,0.064
cgr050,10,260,0.473,0.411,0.536,0.062
cgr050,10,270,0.474,0.413,0.535,0.061
cgr050,10,280,0.475,0.415,0.535,0.06
cgr050,10,290,0.474,0.415,0.533,0.059
cgr050,10,300,0.473,0.415,0.532,0.059
cgr050,9,10,0.4,0.122,0.738,0.308
cgr050,9,20,0.5,0.272,0.728,0.228
cgr050,9,30,0.6,0.406,0.773,0.184
cgr050,9,40,0.65,0.483,0.794,0.155
cgr050,9,50,0.58,0.432,0.718,0.143
cgr050,9,60,0.55,0.416,0.679,0.131
cgr050,9,70,0.614,0.49,0.728,0.119
cgr050,9,80,0.612,0.497,0.719,0.111
cgr050,9,90,0.589,0.48,0.692,0.106
cgr050,9,100,0.56,0.457,0.659,0.101
cgr050,9,110,0.509,0.412,0.606,0.097
cgr050,9,120,0.492,0.399,0.584,0.093
cgr050,9,130,0.492,0.404,0.581,0.089
cgr050,9,140,0.486,0.4,0.572,0.086
cgr050,9,150,0.473,0.391,0.556,0.083
cgr050,9,160,0.456,0.377,0.537,0.08
cgr050,9,170,0.459,0.382,0.537,0.077
cgr050,9,180,0.467,0.392,0.542,0.075
cgr050,9,190,0.484,0.411,0.558,0.073
cgr050,9,200,0.49,0.419,0.561,0.071
cgr050,9,210,0.495,0.426,0.565,0.07
cgr050,9,220,0.491,0.423,0.559,0.068
cgr050,9,230,0.487,0.421,0.554,0.066
cgr050,9,240,0.483,0.419,0.549,0.065
cgr050,9,250,0.48,0.417,0.544,0.064
cgr050,9,260,0.488,0.426,0.551,0.062
cgr050,9,270,0.476,0.415,0.537,0.061
cgr050,9,280,0.474,0.414,0.535,0.061
cgr050,9,290,0.477,0.417,0.537,0.06
cgr050,9,300,0.479,0.42,0.539,0.06
cgr050,8,10,0.4,0.122,0.738,0.308
cgr050,8,20,0.3,0.119,0.543,0.212
cgr050,8,30,0.3,0.147,0.494,0.173
cgr050,8,40,0.35,0.206,0.517,0.155
cgr050,8,50,0.4,0.264,0.548,0.142
cgr050,8,60,0.467,0.337,0.6,0.132
cgr050,8,70,0.443,0.324,0.567,0.121
cgr050,8,80,0.45,0.338,0.565,0.113
cgr050,8,90,0.489,0.382,0.597,0.107
cgr050,8,100,0.5,0.398,0.602,0.102
cgr050,8,110,0.509,0.412,0.606,0.097
cgr050,8,120,0.5,0.407,0.593,0.093
cgr050,8,130,0.5,0.411,0.589,0.089
cgr050,8,140,0.507,0.421,0.593,0.086
cgr050,8,150,0.507,0.424,0.589,0.083
cgr050,8,160,0.494,0.414,0.574,0.08
cgr050,8,170,0.506,0.428,0.583,0.078
cgr050,8,180,0.5,0.425,0.575,0.075
cgr050,8,190,0.489,0.416,0.563,0.073
cgr050,8,200,0.495,0.424,0.566,0.071
cgr050,8,210,0.481,0.412,0.551,0.07
cgr050,8,220,0.486,0.419,0.554,0.068
cgr050,8,230,0.487,0.421,0.554,0.066
cgr050,8,240,0.488,0.423,0.553,0.065
cgr050,8,250,0.496,0.432,0.56,0.064
cgr050,8,260,0.485,0.422,0.547,0.062
cgr050,8,270,0.489,0.428,0.55,0.061
cgr050,8,280,0.482,0.422,0.542,0.06
cgr050,8,290,0.49,0.431,0.549,0.059
cgr050,8,300,0.487,0.429,0.545,0.058
cgr050,7,10,0.3,0.067,0.652,0.293
cgr050,7,20,0.5,0.272,0.728,0.228
cgr050,7,30,0.5,0.313,0.687,0.187
cgr050,7,40,0.45,0.293,0.615,0.161
cgr050,7,50,0.42,0.282,0.568,0.143
cgr050,7,60,0.467,0.337,0.6,0.132
cgr050,7,70,0.457,0.337,0.581,0.122
cgr050,7,80,0.475,0.362,0.59,0.114
cgr050,7,90,0.511,0.403,0.618,0.107
cgr050,7,100,0.51,0.408,0.611,0.102
cgr050,7,110,0.509,0.412,0.606,0.097
cgr050,7,120,0.525,0.432,0.617,0.093
cgr050,7,130,0.508,0.419,0.596,0.089
cgr050,7,140,0.507,0.421,0.593,0.086
cgr050,7,150,0.513,0.43,0.596,0.083
cgr050,7,160,0.512,0.432,0.592,0.08
cgr050,7,170,0.494,0.417,0.572,0.078
cgr050,7,180,0.511,0.436,0.586,0.075
cgr050,7,190,0.516,0.442,0.589,0.073
cgr050,7,200,0.515,0.443,0.586,0.071
cgr050,7,210,0.514,0.445,0.584,0.07
cgr050,7,220,0.523,0.455,0.59,0.068
cgr050,7,230,0.513,0.446,0.579,0.066
cgr050,7,240,0.508,0.443,0.573,0.065
cgr050,7,250,0.52,0.456,0.583,0.064
cgr050,7,260,0.523,0.46,0.585,0.062
cgr050,7,270,0.519,0.457,0.579,0.061
cgr050,7,280,0.514,0.454,0.574,0.06
cgr050,7,290,0.517,0.458,0.576,0.059
cgr050,7,300,0.515,0.457,0.574,0.058
cgr050,6,10,0.6,0.262,0.878,0.308
cgr050,6,20,0.55,0.315,0.769,0.227
cgr050,6,30,0.533,0.343,0.717,0.187
cgr050,6,40,0.525,0.361,0.685,0.162
cgr050,6,50,0.5,0.355,0.645,0.145
cgr050,6,60,0.467,0.337,0.6,0.132
cgr050,6,70,0.443,0.324,0.567,0.121
cgr050,6,80,0.45,0.338,0.565,0.113
cgr050,6,90,0.444,0.34,0.553,0.107
cgr050,6,100,0.47,0.369,0.572,0.102
cgr050,6,110,0.464,0.368,0.561,0.097
cgr050,6,120,0.467,0.375,0.56,0.092
cgr050,6,130,0.492,0.404,0.581,0.089
cgr050,6,140,0.486,0.4,0.572,0.086
cgr050,6,150,0.46,0.378,0.543,0.082
cgr050,6,160,0.444,0.365,0.524,0.079
cgr050,6,170,0.435,0.36,0.513,0.077
cgr050,6,180,0.444,0.371,0.52,0.075
cgr050,6,190,0.447,0.375,0.521,0.073
cgr050,6,200,0.46,0.389,0.532,0.071
cgr050,6,210,0.467,0.398,0.537,0.069
cgr050,6,220,0.468,0.401,0.536,0.068
cgr050,6,230,0.465,0.399,0.532,0.066
cgr050,6,240,0.462,0.398,0.528,0.065
cgr050,6,250,0.472,0.409,0.536,0.064
cgr050,6,260,0.469,0.407,0.532,0.062
cgr050,6,270,0.474,0.413,0.535,0.061
cgr050,6,280,0.471,0.412,0.532,0.06
cgr050,6,290,0.472,0.414,0.532,0.059
cgr050,6,300,0.471,0.413,0.53,0.058
cgr050,5,10,0.5,0.187,0.813,0.313
cgr050,5,20,0.7,0.457,0.881,0.212
cgr050,5,30,0.667,0.472,0.827,0.178
cgr050,5,40,0.65,0.483,0.794,0.155
cgr050,5,50,0.64,0.492,0.771,0.139
cgr050,5,60,0.65,0.516,0.769,0.126
cgr050,5,70,0.6,0.476,0.715,0.12
cgr050,5,80,0.562,0.447,0.673,0.113
cgr050,5,90,0.567,0.458,0.671,0.106
cgr050,5,100,0.55,0.447,0.65,0.101
cgr050,5,110,0.527,0.43,0.623,0.097
cgr050,5,120,0.525,0.432,0.617,0.093
cgr050,5,130,0.5,0.411,0.589,0.089
cgr050,5,140,0.507,0.421,0.593,0.086
cgr050,5,150,0.5,0.417,0.583,0.083
cgr050,5,160,0.5,0.42,0.58,0.08
cgr050,5,170,0.494,0.417,0.572,0.078
cgr050,5,180,0.494,0.419,0.57,0.075
cgr050,5,190,0.484,0.411,0.558,0.073
cgr050,5,200,0.48,0.409,0.552,0.071
cgr050,5,210,0.486,0.416,0.555,0.07
cgr050,5,220,0.486,0.419,0.554,0.068
cgr050,5,230,0.491,0.425,0.558,0.066
cgr050,5,240,0.496,0.431,0.561,0.065
cgr050,5,250,0.488,0.425,0.552,0.064
cgr050,5,260,0.485,0.422,0.547,0.062
cgr050,5,270,0.481,0.421,0.543,0.061
cgr050,5,280,0.482,0.422,0.542,0.06
cgr050,5,290,0.486,0.427,0.545,0.059
cgr050,5,300,0.485,0.426,0.543,0.058
cgr050,4,10,0.4,0.122,0.738,0.308
cgr050,4,20,0.5,0.272,0.728,0.228
cgr050,4,30,0.433,0.255,0.626,0.186
cgr050,4,40,0.425,0.27,0.591,0.16
cgr050,4,50,0.4,0.264,0.548,0.142
cgr050,4,60,0.417,0.291,0.551,0.13
cgr050,4,70,0.443,0.324,0.567,0.121
cgr050,4,80,0.462,0.35,0.578,0.114
cgr050,4,90,0.433,0.329,0.542,0.106
cgr050,4,100,0.45,0.35,0.553,0.101
cgr050,4,110,0.445,0.351,0.543,0.096
cgr050,4,120,0.425,0.335,0.519,0.092
cgr050,4,130,0.446,0.359,0.536,0.088
cgr050,4,140,0.436,0.352,0.522,0.085
cgr050,4,150,0.427,0.346,0.51,0.082
cgr050,4,160,0.431,0.353,0.512,0.079
cgr050,4,170,0.441,0.365,0.519,0.077
cgr050,4,180,0.444,0.371,0.52,0.075
cgr050,4,190,0.442,0.37,0.516,0.073
cgr050,4,200,0.445,0.375,0.517,0.071
cgr050,4,210,0.448,0.379,0.518,0.069
cgr050,4,220,0.45,0.383,0.518,0.068
cgr050,4,230,0.452,0.387,0.519,0.066
cgr050,4,240,0.454,0.39,0.519,0.065
cgr050,4,250,0.456,0.393,0.52,0.063
cgr050,4,260,0.462,0.4,0.524,0.062
cgr050,4,270,0.463,0.402,0.524,0.061
cgr050,4,280,0.467,0.407,0.528,0.06
cgr050,4,290,0.473,0.414,0.533,0.06
cgr050,4,300,0.469,0.41,0.528,0.059
cgr050,3,10,0.4,0.122,0.738,0.308
cgr050,3,20,0.55,0.315,0.769,0.227
cgr050,3,30,0.5,0.313,0.687,0.187
cgr050,3,40,0.5,0.338,0.662,0.162
cgr050,3,50,0.54,0.393,0.682,0.144
cgr050,3,60,0.483,0.352,0.616,0.132
cgr050,3,70,0.471,0.351,0.594,0.122
cgr050,3,80,0.488,0.374,0.602,0.114
cgr050,3,90,0.5,0.393,0.607,0.107
cgr050,3,100,0.49,0.389,0.592,0.102
cgr050,3,110,0.464,0.368,0.561,0.097
cgr050,3,120,0.483,0.391,0.576,0.093
cgr050,3,130,0.492,0.404,0.581,0.089
cgr050,3,140,0.464,0.38,0.55,0.085
cgr050,3,150,0.473,0.391,0.556,0.083
cgr050,3,160,0.481,0.402,0.562,0.08
cgr050,3,170,0.476,0.399,0.554,0.077
cgr050,3,180,0.467,0.392,0.542,0.075
cgr050,3,190,0.474,0.401,0.547,0.073
cgr050,3,200,0.47,0.399,0.542,0.071
cgr050,3,210,0.467,0.398,0.537,0.069
cgr050,3,220,0.468,0.401,0.536,0.068
cgr050,3,230,0.47,0.404,0.536,0.066
cgr050,3,240,0.467,0.402,0.532,0.065
cgr050,3,250,0.472,0.409,0.536,0.064
cgr050,3,260,0.473,0.411,0.536,0.062
cgr050,3,270,0.478,0.417,0.539,0.061
cgr050,3,280,0.482,0.422,0.542,0.06
cgr050,3,290,0.483,0.424,0.542,0.059
cgr050,3,300,0.485,0.427,0.543,0.058
cgr050,2,10,0.6,0.262,0.878,0.308
cgr050,2,20,0.55,0.315,0.769,0.227
cgr050,2,30,0.5,0.313,0.687,0.187
cgr050,2,40,0.525,0.361,0.685,0.162
cgr050,2,50,0.54,0.393,0.682,0.144
cgr050,2,60,0.517,0.384,0.648,0.132
cgr050,2,70,0.471,0.351,0.594,0.122
cgr050,2,80,0.475,0.362,0.59,0.114
cgr050,2,90,0.489,0.382,0.597,0.107
cgr050,2,100,0.47,0.369,0.572,0.102
cgr050,2,110,0.491,0.394,0.588,0.097
cgr050,2,120,0.483,0.391,0.576,0.093
cgr050,2,130,0.5,0.411,0.589,0.089
cgr050,2,140,0.486,0.4,0.572,0.086
cgr050,2,150,0.493,0.411,0.576,0.083
cgr050,2,160,0.488,0.408,0.568,0.08
cgr050,2,170,0.488,0.411,0.566,0.077
cgr050,2,180,0.489,0.414,0.564,0.075
cgr050,2,190,0.489,0.416,0.563,0.073
cgr050,2,200,0.495,0.424,0.566,0.071
cgr050,2,210,0.5,0.43,0.57,0.07
cgr050,2,220,0.486,0.419,0.554,0.068
cgr050,2,230,0.496,0.429,0.562,0.066
cgr050,2,240,0.496,0.431,0.561,0.065
cgr050,2,250,0.496,0.432,0.56,0.064
cgr050,2,260,0.492,0.43,0.555,0.062
cgr050,2,270,0.485,0.424,0.547,0.061
cgr050,2,280,0.487,0.427,0.548,0.061
cgr050,2,290,0.489,0.429,0.549,0.06
cgr050,2,300,0.488,0.428,0.547,0.06
cgr050,1,10,0.4,0.122,0.738,0.308
cgr050,1,20,0.3,0.119,0.543,0.212
cgr050,1,30,0.367,0.199,0.561,0.181
cgr050,1,40,0.45,0.293,0.615,0.161
cgr050,1,50,0.48,0.337,0.626,0.145
cgr050,1,60,0.45,0.321,0.584,0.131
cgr050,1,70,0.443,0.324,0.567,0.121
cgr050,1,80,0.425,0.315,0.541,0.113
cgr050,1,90,0.444,0.34,0.553,0.107
cgr050,1,100,0.46,0.36,0.563,0.101
cgr050,1,110,0.464,0.368,0.561,0.097
cgr050,1,120,0.475,0.383,0.568,0.093
cgr050,1,130,0.477,0.389,0.566,0.089
cgr050,1,140,0.471,0.387,0.558,0.085
cgr050,1,150,0.48,0.398,0.563,0.083
cgr050,1,160,0.488,0.408,0.568,0.08
cgr050,1,170,0.488,0.411,0.566,0.077
cgr050,1,180,0.483,0.408,0.559,0.075
cgr050,1,190,0.489,0.416,0.563,0.073
cgr050,1,200,0.49,0.419,0.561,0.071
cgr050,1,210,0.481,0.412,0.551,0.07
cgr050,1,220,0.482,0.414,0.55,0.068
cgr050,1,230,0.483,0.416,0.549,0.066
cgr050,1,240,0.492,0.427,0.557,0.065
cgr050,1,250,0.48,0.417,0.544,0.064
cgr050,1,260,0.481,0.419,0.543,0.062
cgr050,1,270,0.493,0.431,0.554,0.061
cgr050,1,280,0.493,0.433,0.553,0.06
cgr050,1,290,0.498,0.439,0.558,0.059
cgr050,1,300,0.507,0.448,0.566,0.059
cgr050,0,10,0.4,0.122,0.738,0.308
cgr050,0,20,0.55,0.315,0.769,0.227
cgr050,0,30,0.5,0.313,0.687,0.187
cgr050,0,40,0.475,0.315,0.639,0.162
cgr050,0,50,0.5,0.355,0.645,0.145
cgr050,0,60,0.533,0.4,0.663,0.132
cgr050,0,70,0.557,0.433,0.676,0.121
cgr050,0,80,0.538,0.422,0.65,0.114
cgr050,0,90,0.544,0.436,0.65,0.107
cgr050,0,100,0.53,0.428,0.631,0.102
cgr050,0,110,0.527,0.43,0.623,0.097
cgr050,0,120,0.525,0.432,0.617,0.093
cgr050,0,130,0.531,0.441,0.619,0.089
cgr050,0,140,0.529,0.442,0.613,0.085
cgr050,0,150,0.54,0.457,0.622,0.082
cgr050,0,160,0.538,0.457,0.617,0.08
cgr050,0,170,0.547,0.469,0.623,0.077
cgr050,0,180,0.544,0.469,0.619,0.075
cgr050,0,190,0.547,0.474,0.62,0.073
cgr050,0,200,0.54,0.468,0.611,0.071
cgr050,0,210,0.543,0.473,0.612,0.069
cgr050,0,220,0.532,0.464,0.599,0.068
cgr050,0,230,0.526,0.459,0.592,0.066
cgr050,0,240,0.517,0.451,0.581,0.065
cgr050,0,250,0.52,0.456,0.583,0.064
cgr050,0,260,0.519,0.457,0.581,0.062
cgr050,0,270,0.515,0.453,0.576,0.061
cgr050,0,280,0.511,0.451,0.571,0.06
cgr050,0,290,0.507,0.448,0.566,0.059
cgr050,0,300,0.503,0.445,0.562,0.058
cgr060,29,10,0.4,0.122,0.738,0.308
cgr060,29,20,0.5,0.272,0.728,0.228
cgr060,29,30,0.5,0.313,0.687,0.187
cgr060,29,40,0.5,0.338,0.662,0.162
cgr060,29,50,0.48,0.337,0.626,0.145
cgr060,29,60,0.5,0.368,0.632,0.132
cgr060,29,70,0.486,0.364,0.608,0.122
cgr060,29,80,0.525,0.41,0.638,0.114
cgr060,29,90,0.544,0.436,0.65,0.107
cgr060,29,100,0.56,0.457,0.659,0.101
cgr060,29,110,0.573,0.475,0.667,0.096
cgr060,29,120,0.558,0.465,0.649,0.092
cgr060,29,130,0.577,0.487,0.663,0.088
cgr060,29,140,0.571,0.485,0.655,0.085
cgr060,29,150,0.567,0.483,0.647,0.082
cgr060,29,160,0.556,0.476,0.635,0.079
cgr060,29,170,0.565,0.487,0.64,0.077
cgr060,29,180,0.572,0.496,0.646,0.075
cgr060,29,190,0.553,0.479,0.625,0.073
cgr060,29,200,0.555,0.483,0.625,0.071
cgr060,29,210,0.567,0.497,0.635,0.069
cgr060,29,220,0.559,0.491,0.626,0.067
cgr060,29,230,0.565,0.498,0.63,0.066
cgr060,29,240,0.562,0.497,0.626,0.065
cgr060,29,250,0.564,0.5,0.626,0.063
cgr060,29,260,0.569,0.507,0.63,0.062
cgr060,29,270,0.57,0.509,0.63,0.061
cgr060,29,280,0.571,0.511,0.63,0.059
cgr060,29,290,0.579,0.52,0.637,0.058
cgr060,29,300,0.581,0.523,0.638,0.058
cgr060,28,10,0.6,0.262,0.878,0.308
cgr060,28,20,0.55,0.315,0.769,0.227
cgr060,28,30,0.6,0.406,0.773,0.184
cgr060,28,40,0.575,0.409,0.73,0.16
cgr060,28,50,0.56,0.413,0.7,0.144
cgr060,28,60,0.583,0.449,0.709,0.13
cgr060,28,70,0.586,0.462,0.702,0.12
cgr060,28,80,0.575,0.459,0.685,0.113
cgr060,28,90,0.578,0.469,0.681,0.106
cgr060,28,100,0.59,0.487,0.687,0.1
cgr060,28,110,0.582,0.484,0.675,0.096
cgr060,28,120,0.567,0.473,0.657,0.092
cgr060,28,130,0.569,0.48,0.656,0.088
cgr060,28,140,0.593,0.507,0.675,0.084
cgr060,28,150,0.587,0.503,0.666,0.081
cgr060,28,160,0.594,0.513,0.671,0.079
cgr060,28,170,0.588,0.51,0.663,0.076
cgr060,28,180,0.583,0.508,0.656,0.074
cgr060,28,190,0.584,0.511,0.655,0.072
cgr060,28,200,0.595,0.523,0.664,0.07
cgr060,28,210,0.595,0.526,0.662,0.068
cgr060,28,220,0.595,0.527,0.661,0.067
cgr060,28,230,0.591,0.525,0.655,0.065
cgr060,28,240,0.596,0.531,0.658,0.064
cgr060,28,250,0.592,0.528,0.654,0.063
cgr060,28,260,0.596,0.534,0.656,0.061
cgr060,28,270,0.6,0.539,0.659,0.06
cgr060,28,280,0.596,0.536,0.654,0.059
cgr060,28,290,0.594,0.535,0.652,0.058
cgr060,28,300,0.588,0.529,0.645,0.058
cgr060,27,10,0.7,0.348,0.933,0.293
cgr060,27,20,0.75,0.509,0.913,0.202
cgr060,27,30,0.633,0.439,0.801,0.181
cgr060,27,40,0.625,0.458,0.773,0.157
cgr060,27,50,0.66,0.512,0.788,0.138
cgr060,27,60,0.683,0.55,0.797,0.123
cgr060,27,70,0.643,0.519,0.754,0.117
cgr060,27,80,0.612,0.497,0.719,0.111
cgr060,27,90,0.589,0.48,0.692,0.106
cgr060,27,100,0.6,0.497,0.697,0.1
cgr060,27,110,0.6,0.502,0.692,0.095
cgr060,27,120,0.583,0.49,0.673,0.091
cgr060,27,130,0.585,0.495,0.67,0.088
cgr060,27,140,0.593,0.507,0.675,0.084
cgr060,27,150,0.593,0.51,0.673,0.081
cgr060,27,160,0.594,0.513,0.671,0.079
cgr060,27,170,0.582,0.504,0.657,0.077
cgr060,27,180,0.589,0.513,0.662,0.074
cgr060,27,190,0.589,0.516,0.66,0.072
cgr060,27,200,0.595,0.523,0.664,0.07
cgr060,27,210,0.581,0.511,0.648,0.069
cgr060,27,220,0.568,0.5,0.635,0.067
cgr060,27,230,0.57,0.503,0.634,0.066
cgr060,27,240,0.571,0.506,0.634,0.064
cgr060,27,250,0.572,0.508,0.634,0.063
cgr060,27,260,0.573,0.51,0.634,0.062
cgr060,27,270,0.578,0.516,0.637,0.06
cgr060,27,280,0.579,0.518,0.637,0.059
cgr060,27,290,0.576,0.517,0.633,0.058
cgr060,27,300,0.581,0.523,0.638,0.058
cgr060,26,10,0.6,0.262,0.878,0.308
cgr060,26,20,0.7,0.457,0.881,0.212
cgr060,26,30,0.633,0.439,0.801,0.181
cgr060,26,40,0.625,0.458,0.773,0.157
cgr060,26,50,0.66,0.512,0.788,0.138
cgr060,26,60,0.667,0.533,0.783,0.125
cgr060,26,70,0.629,0.505,0.741,0.118
cgr060,26,80,0.6,0.484,0.708,0.112
cgr060,26,90,0.567,0.458,0.671,0.106
cgr060,26,100,0.6,0.497,0.697,0.1
cgr060,26,110,0.591,0.493,0.684,0.095
cgr060,26,120,0.583,0.49,0.673,0.091
cgr060,26,130,0.592,0.503,0.678,0.087
cgr060,26,140,0.586,0.499,0.668,0.084
cgr060,26,150,0.587,0.503,0.666,0.081
cgr060,26,160,0.594,0.513,0.671,0.079
cgr060,26,170,0.606,0.528,0.68,0.076
cgr060,26,180,0.606,0.53,0.677,0.074
cgr060,26,190,0.6,0.527,0.67,0.072
cgr060,26,200,0.605,0.534,0.673,0.07
cgr060,26,210,0.605,0.535,0.671,0.068
cgr060,26,220,0.609,0.541,0.674,0.066
cgr060,26,230,0.604,0.538,0.668,0.065
cgr060,26,240,0.592,0.527,0.654,0.064
cgr060,26,250,0.588,0.524,0.65,0.063
cgr060,26,260,0.592,0.53,0.653,0.061
cgr060,26,270,0.593,0.531,0.652,0.06
cgr060,26,280,0.593,0.533,0.651,0.059
cgr060,26,290,0.603,0.545,0.66,0.058
cgr060,26,300,0.604,0.546,0.66,0.057
cgr060,25,10,0.9,0.555,0.997,0.221
cgr060,25,20,0.9,0.683,0.988,0.152
cgr060,25,30,0.8,0.614,0.923,0.154
cgr060,25,40,0.8,0.644,0.909,0.133
cgr060,25,50,0.72,0.575,0.838,0.131
cgr060,25,60,0.683,0.55,0.797,0.123
cgr060,25,70,0.671,0.549,0.779,0.115
cgr060,25,80,0.65,0.535,0.753,0.109
cgr060,25,90,0.633,0.525,0.732,0.104
cgr060,25,100,0.64,0.538,0.734,0.098
cgr060,25,110,0.636,0.539,0.726,0.093
cgr060,25,120,0.608,0.515,0.696,0.091
cgr060,25,130,0.608,0.518,0.692,0.087
cgr060,25,140,0.6,0.514,0.682,0.084
cgr060,25,150,0.593,0.51,0.673,0.081
cgr060,25,160,0.581,0.501,0.659,0.079
cgr060,25,170,0.588,0.51,0.663,0.076
cgr060,25,180,0.594,0.519,0.667,0.074
cgr060,25,190,0.595,0.521,0.665,0.072
cgr060,25,200,0.595,0.523,0.664,0.07
cgr060,25,210,0.595,0.526,0.662,0.068
cgr060,25,220,0.605,0.537,0.67,0.067
cgr060,25,230,0.604,0.538,0.668,0.065
cgr060,25,240,0.596,0.531,0.658,0.064
cgr060,25,250,0.6,0.536,0.661,0.062
cgr060,25,260,0.6,0.538,0.66,0.061
cgr060,25,270,0.604,0.542,0.663,0.06
cgr060,25,280,0.607,0.546,0.666,0.06
cgr060,25,290,0.607,0.547,0.665,0.059
cgr060,25,300,0.614,0.555,0.672,0.059
cgr060,24,10,0.8,0.444,0.975,0.265
cgr060,24,20,0.65,0.408,0.846,0.219
cgr060,24,30,0.633,0.439,0.801,0.181
cgr060,24,40,0.675,0.509,0.814,0.153
cgr060,24,50,0.64,0.492,0.771,0.139
cgr060,24,60,0.633,0.499,0.754,0.128
cgr060,24,70,0.6,0.476,0.715,0.12
cgr060,24,80,0.562,0.447,0.673,0.113
cgr060,24,90,0.589,0.48,0.692,0.106
cgr060,24,100,0.57,0.467,0.669,0.101
cgr060,24,110,0.582,0.484,0.675,0.096
cgr060,24,120,0.575,0.481,0.665,0.092
cgr060,24,130,0.554,0.464,0.641,0.088
cgr060,24,140,0.543,0.457,0.627,0.085
cgr060,24,150,0.533,0.45,0.615,0.082
cgr060,24,160,0.531,0.451,0.61,0.08
cgr060,24,170,0.524,0.446,0.601,0.077
cgr060,24,180,0.55,0.474,0.624,0.075
cgr060,24,190,0.547,0.474,0.62,0.073
cgr060,24,200,0.545,0.473,0.615,0.071
cgr060,24,210,0.552,0.482,0.621,0.069
cgr060,24,220,0.568,0.5,0.635,0.067
cgr060,24,230,0.57,0.503,0.634,0.066
cgr060,24,240,0.579,0.514,0.642,0.064
cgr060,24,250,0.58,0.516,0.642,0.063
cgr060,24,260,0.581,0.518,0.641,0.062
cgr060,24,270,0.567,0.505,0.627,0.061
cgr060,24,280,0.575,0.515,0.634,0.059
cgr060,24,290,0.572,0.513,0.63,0.058
cgr060,24,300,0.567,0.509,0.624,0.058
cgr060,23,10,0.6,0.262,0.878,0.308
cgr060,23,20,0.75,0.509,0.913,0.202
cgr060,23,30,0.667,0.472,0.827,0.178
cgr060,23,40,0.65,0.483,0.794,0.155
cgr060,23,50,0.68,0.533,0.805,0.136
cgr060,23,60,0.683,0.55,0.797,0.123
cgr060,23,70,0.686,0.564,0.791,0.114
cgr060,23,80,0.675,0.561,0.776,0.107
cgr060,23,90,0.678,0.571,0.772,0.101
cgr060,23,100,0.68,0.579,0.77,0.095
cgr060,23,110,0.673,0.577,0.759,0.091
cgr060,23,120,0.683,0.592,0.765,0.087
cgr060,23,130,0.669,0.581,0.749,0.084
cgr060,23,140,0.664,0.58,0.742,0.081
cgr060,23,150,0.66,0.578,0.735,0.079
cgr060,23,160,0.65,0.571,0.724,0.076
cgr060,23,170,0.641,0.564,0.713,0.075
cgr060,23,180,0.628,0.553,0.699,0.073
cgr060,23,190,0.626,0.553,0.695,0.071
cgr060,23,200,0.63,0.559,0.697,0.069
cgr060,23,210,0.61,0.54,0.676,0.068
cgr060,23,220,0.627,0.56,0.691,0.066
cgr060,23,230,0.622,0.556,0.685,0.065
cgr060,23,240,0.612,0.548,0.674,0.063
cgr060,23,250,0.62,0.557,0.68,0.062
cgr060,23,260,0.615,0.553,0.675,0.061
cgr060,23,270,0.619,0.558,0.677,0.06
cgr060,23,280,0.607,0.547,0.665,0.059
cgr060,23,290,0.604,0.545,0.661,0.058
cgr060,23,300,0.601,0.542,0.657,0.058
cgr060,22,10,0.8,0.444,0.975,0.265
cgr060,22,20,0.6,0.361,0.809,0.224
cgr060,22,30,0.633,0.439,0.801,0.181
cgr060,22,40,0.625,0.458,0.773,0.157
cgr060,22,50,0.62,0.472,0.753,0.141
cgr060,22,60,0.6,0.465,0.724,0.129
