scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_nsd,cgr_eqv,bbi_C,bbi_C_ciL,bbi_C_ciH,bbi_C_nsd,bbi_C_eqv,bbi_T,bbi_T_ciL,bbi_T_ciH,bbi_T_nsd,bbi_T_eqv,gmg,gmg_ciL,gmg_ciH,gmg_nsd,gmg_eqv,gmgc,gmgc_ciL,gmgc_ciH,gmgc_nsd,gmgc_eqv
diff_2mg,88,360,0.531,0.478,0.583,True,True,0.056,-0.09,0.201,True,False,0.067,-0.079,0.212,True,False,2.154,0.466,3.843,False,True,2.154,1.119,3.19,False,True
diff_2mg,88,400,0.525,0.475,0.575,True,True,0.02,-0.119,0.159,True,True,0.08,-0.058,0.218,True,False,2.041,0.442,3.641,False,True,2.041,1.05,3.033,False,True
diff_2mg,87,60,0.617,0.482,0.739,True,False,0.333,-0.004,0.671,True,False,0.133,-0.221,0.488,True,False,3.623,-0.558,7.805,True,False,3.623,0.843,6.404,False,False
diff_2mg,87,80,0.6,0.484,0.708,True,False,0.2,-0.104,0.504,True,False,0.2,-0.104,0.504,True,False,3.493,-0.051,7.036,True,False,3.493,1.191,5.794,False,False
diff_2mg,87,100,0.64,0.538,0.734,False,False,0.28,0.014,0.546,False,False,0.28,0.014,0.546,False,False,4.742,1.714,7.77,False,False,4.742,2.649,6.835,False,False
diff_2mg,87,120,0.65,0.558,0.735,False,False,0.267,0.023,0.511,False,False,0.333,0.095,0.572,False,False,4.717,1.934,7.5,False,False,4.717,2.802,6.632,False,False
diff_2mg,87,140,0.657,0.572,0.735,False,False,0.314,0.092,0.537,False,False,0.314,0.092,0.537,False,False,4.71,2.21,7.21,False,False,4.71,2.973,6.447,False,False
diff_2mg,87,160,0.644,0.564,0.718,False,False,0.325,0.118,0.532,False,False,0.25,0.038,0.462,False,False,4.924,2.617,7.231,False,False,4.924,3.334,6.513,False,False
diff_2mg,87,180,0.633,0.558,0.704,False,False,0.267,0.068,0.466,False,False,0.267,0.068,0.466,False,False,4.792,2.584,7.0,False,False,4.792,3.286,6.298,False,False
diff_2mg,87,200,0.625,0.554,0.692,False,False,0.26,0.071,0.449,False,False,0.24,0.05,0.43,False,False,4.327,2.278,6.376,False,False,4.327,2.915,5.739,False,False
diff_2mg,87,240,0.612,0.548,0.674,False,False,0.233,0.059,0.407,False,False,0.217,0.042,0.391,False,False,3.728,1.811,5.644,False,False,3.728,2.411,5.044,False,False
diff_2mg,87,280,0.614,0.555,0.672,False,False,0.229,0.067,0.39,False,False,0.229,0.067,0.39,False,False,3.976,2.22,5.733,False,False,3.976,2.765,5.187,False,False
diff_2mg,87,320,0.603,0.547,0.657,False,False,0.2,0.048,0.352,False,False,0.212,0.061,0.364,False,False,3.581,1.971,5.191,False,False,3.581,2.458,4.705,False,True
diff_2mg,87,360,0.606,0.553,0.656,False,False,0.222,0.08,0.365,False,False,0.2,0.057,0.343,False,False,3.708,2.187,5.23,False,False,3.708,2.66,4.757,False,True
diff_2mg,87,400,0.605,0.555,0.653,False,False,0.22,0.085,0.355,False,False,0.2,0.064,0.336,False,False,3.771,2.319,5.223,False,False,3.771,2.794,4.748,False,True
diff_2mg,86,60,0.5,0.368,0.632,True,True,0.2,-0.151,0.551,True,False,-0.2,-0.551,0.151,True,False,-0.283,-3.888,3.321,True,True,-0.283,-3.024,2.457,True,True
diff_2mg,86,80,0.488,0.374,0.602,True,True,0.2,-0.104,0.504,True,False,-0.25,-0.55,0.05,True,False,-1.057,-4.144,2.029,True,True,-1.057,-3.432,1.317,True,True
diff_2mg,86,100,0.49,0.389,0.592,True,True,0.12,-0.155,0.395,True,False,-0.16,-0.434,0.114,True,False,-1.102,-3.923,1.719,True,True,-1.102,-3.212,1.008,True,True
diff_2mg,86,120,0.525,0.432,0.617,True,True,0.133,-0.117,0.384,True,False,-0.033,-0.286,0.22,True,False,0.363,-2.31,3.037,True,True,0.363,-1.504,2.231,True,True
diff_2mg,86,140,0.514,0.428,0.6,True,True,0.114,-0.118,0.347,True,False,-0.057,-0.291,0.177,True,False,-0.546,-3.107,2.015,True,True,-0.546,-2.273,1.182,True,True
diff_2mg,86,160,0.531,0.451,0.61,True,True,0.125,-0.092,0.342,True,False,0.0,-0.219,0.219,True,False,0.145,-2.212,2.502,True,True,0.145,-1.456,1.746,True,True
diff_2mg,86,180,0.55,0.474,0.624,True,True,0.133,-0.071,0.338,True,False,0.067,-0.139,0.273,True,False,0.688,-1.482,2.857,True,True,0.688,-0.819,2.195,True,True
diff_2mg,86,200,0.565,0.493,0.635,True,True,0.16,-0.033,0.353,True,False,0.1,-0.095,0.295,True,False,0.94,-1.112,2.992,True,True,0.94,-0.499,2.379,True,True
diff_2mg,86,240,0.55,0.485,0.614,True,True,0.133,-0.044,0.311,True,False,0.067,-0.112,0.245,True,False,0.785,-1.12,2.69,True,True,0.785,-0.541,2.111,True,True
diff_2mg,86,280,0.521,0.461,0.581,True,True,0.057,-0.108,0.223,True,False,0.029,-0.137,0.194,True,True,0.511,-1.252,2.273,True,True,0.511,-0.691,1.713,True,True
diff_2mg,86,320,0.531,0.475,0.587,True,True,0.062,-0.092,0.217,True,False,0.062,-0.092,0.217,True,False,0.828,-0.799,2.455,True,True,0.828,-0.292,1.949,True,True
diff_2mg,86,360,0.544,0.491,0.597,True,True,0.089,-0.057,0.234,True,False,0.089,-0.057,0.234,True,False,1.457,-0.102,3.016,True,True,1.457,0.397,2.517,False,True
diff_2mg,86,400,0.542,0.492,0.592,True,True,0.07,-0.068,0.208,True,False,0.1,-0.038,0.238,True,False,1.414,-0.059,2.887,True,True,1.414,0.412,2.416,False,True
diff_2mg,85,60,0.567,0.432,0.694,True,False,-0.067,-0.424,0.29,True,False,0.333,-0.004,0.671,True,False,1.753,-2.859,6.366,True,False,1.753,-0.58,4.086,True,True
diff_2mg,85,80,0.55,0.435,0.662,True,False,0.05,-0.26,0.36,True,False,0.15,-0.156,0.456,True,False,1.93,-1.911,5.771,True,False,1.93,-0.078,3.938,True,True
diff_2mg,85,100,0.57,0.467,0.669,True,False,0.12,-0.155,0.395,True,False,0.16,-0.114,0.434,True,False,2.568,-0.679,5.815,True,False,2.568,0.78,4.356,False,True
diff_2mg,85,120,0.567,0.473,0.657,True,False,0.067,-0.186,0.319,True,False,0.2,-0.048,0.448,True,False,2.628,-0.27,5.526,True,False,2.628,0.944,4.313,False,True
diff_2mg,85,140,0.579,0.492,0.661,True,False,0.086,-0.148,0.319,True,False,0.229,0.001,0.457,False,False,2.856,0.26,5.452,False,False,2.856,1.332,4.379,False,True
diff_2mg,85,160,0.562,0.482,0.641,True,False,0.075,-0.144,0.294,True,False,0.175,-0.041,0.391,True,False,2.373,-0.039,4.784,True,True,2.373,0.928,3.817,False,True
diff_2mg,85,180,0.578,0.502,0.651,False,False,0.111,-0.094,0.316,True,False,0.2,-0.002,0.402,True,False,2.866,0.613,5.118,False,False,2.866,1.487,4.244,False,True
diff_2mg,85,200,0.57,0.498,0.64,True,False,0.1,-0.095,0.295,True,False,0.18,-0.013,0.373,True,False,3.229,1.074,5.384,False,False,3.229,1.924,4.534,False,True
diff_2mg,85,240,0.571,0.506,0.634,False,True,0.067,-0.112,0.245,True,False,0.217,0.042,0.391,False,False,3.442,1.532,5.351,False,False,3.442,2.237,4.646,False,True
diff_2mg,85,280,0.575,0.515,0.634,False,True,0.057,-0.108,0.223,True,False,0.243,0.082,0.404,False,False,3.328,1.591,5.065,False,False,3.328,2.19,4.466,False,True
diff_2mg,85,320,0.566,0.509,0.621,False,True,0.062,-0.092,0.217,True,False,0.2,0.048,0.352,False,False,3.028,1.421,4.635,False,True,3.028,1.935,4.121,False,True
diff_2mg,85,360,0.55,0.497,0.602,True,True,0.033,-0.113,0.179,True,True,0.167,0.023,0.311,False,False,2.444,0.929,3.96,False,True,2.444,1.407,3.482,False,True
diff_2mg,85,400,0.538,0.487,0.587,True,True,0.01,-0.129,0.149,True,True,0.14,0.003,0.277,False,False,2.043,0.625,3.46,False,True,2.043,1.055,3.03,False,True
diff_2mg,84,60,0.65,0.516,0.769,False,False,0.4,0.072,0.728,False,False,0.2,-0.151,0.551,True,False,2.953,-0.582,6.488,True,False,2.953,0.263,5.644,False,False
diff_2mg,84,80,0.65,0.535,0.753,False,False,0.4,0.116,0.684,False,False,0.2,-0.104,0.504,True,False,3.025,0.12,5.93,False,False,3.025,0.809,5.241,False,False
diff_2mg,84,100,0.65,0.548,0.743,False,False,0.36,0.101,0.619,False,False,0.24,-0.029,0.509,True,False,2.604,0.083,5.125,False,False,2.604,0.701,4.507,False,True
diff_2mg,84,120,0.667,0.575,0.75,False,False,0.4,0.168,0.632,False,False,0.267,0.023,0.511,False,False,3.808,1.493,6.124,False,False,3.808,2.051,5.566,False,False
diff_2mg,84,140,0.664,0.58,0.742,False,False,0.314,0.092,0.537,False,False,0.343,0.123,0.563,False,False,3.71,1.567,5.853,False,False,3.71,2.098,5.322,False,False
diff_2mg,84,160,0.644,0.564,0.718,False,False,0.275,0.064,0.486,False,False,0.3,0.091,0.509,False,False,3.355,1.316,5.394,False,False,3.355,1.833,4.877,False,True
diff_2mg,84,180,0.628,0.553,0.699,False,False,0.289,0.091,0.487,False,False,0.222,0.021,0.424,False,False,3.216,1.312,5.119,False,False,3.216,1.764,4.667,False,True
diff_2mg,84,200,0.605,0.534,0.673,False,False,0.26,0.071,0.449,False,False,0.16,-0.033,0.353,True,False,2.666,0.812,4.52,False,True,2.666,1.296,4.036,False,True
diff_2mg,84,240,0.596,0.531,0.658,False,False,0.183,0.007,0.359,False,False,0.2,0.025,0.375,False,False,2.505,0.779,4.231,False,True,2.505,1.266,3.744,False,True
diff_2mg,84,280,0.593,0.533,0.651,False,False,0.186,0.023,0.348,False,False,0.186,0.023,0.348,False,False,2.216,0.571,3.86,False,True,2.216,1.08,3.351,False,True
diff_2mg,84,320,0.584,0.528,0.639,False,True,0.15,-0.003,0.303,True,False,0.188,0.035,0.34,False,False,1.832,0.259,3.404,False,True,1.832,0.766,2.898,False,True
diff_2mg,84,360,0.575,0.522,0.627,False,True,0.144,-0.0,0.289,False,False,0.156,0.011,0.3,False,False,1.846,0.346,3.345,False,True,1.846,0.833,2.858,False,True
diff_2mg,84,400,0.575,0.525,0.624,False,True,0.12,-0.018,0.258,True,False,0.18,0.044,0.316,False,False,1.6,0.175,3.025,False,True,1.6,0.637,2.563,False,True
diff_2mg,83,60,0.6,0.465,0.724,True,False,0.2,-0.151,0.551,True,False,0.2,-0.151,0.551,True,False,3.087,-1.053,7.227,True,False,3.087,0.496,5.677,False,False
diff_2mg,83,80,0.612,0.497,0.719,True,False,0.25,-0.05,0.55,True,False,0.2,-0.104,0.504,True,False,4.19,0.646,7.734,False,False,4.19,1.968,6.412,False,False
diff_2mg,83,100,0.63,0.528,0.724,False,False,0.28,0.014,0.546,False,False,0.24,-0.029,0.509,True,False,4.586,1.52,7.652,False,False,4.586,2.636,6.536,False,False
diff_2mg,83,120,0.6,0.507,0.688,False,False,0.233,-0.013,0.479,True,False,0.167,-0.083,0.416,True,False,3.383,0.474,6.292,False,False,3.383,1.634,5.133,False,False
diff_2mg,83,140,0.593,0.507,0.675,False,False,0.2,-0.03,0.43,True,False,0.171,-0.059,0.402,True,False,3.866,1.137,6.595,False,False,3.866,2.198,5.534,False,False
diff_2mg,83,160,0.575,0.494,0.653,True,False,0.15,-0.067,0.367,True,False,0.15,-0.067,0.367,True,False,3.341,0.753,5.929,False,False,3.341,1.783,4.899,False,True
diff_2mg,83,180,0.589,0.513,0.662,False,False,0.244,0.044,0.445,False,False,0.111,-0.094,0.316,True,False,3.556,1.184,5.927,False,False,3.556,2.101,5.01,False,False
diff_2mg,83,200,0.575,0.503,0.644,False,False,0.24,0.05,0.43,False,False,0.06,-0.136,0.256,True,False,2.757,0.464,5.05,False,False,2.757,1.362,4.152,False,True
diff_2mg,83,240,0.575,0.51,0.638,False,True,0.267,0.094,0.439,False,False,0.033,-0.145,0.212,True,False,2.836,0.817,4.854,False,True,2.836,1.558,4.114,False,True
diff_2mg,83,280,0.579,0.518,0.637,False,True,0.2,0.038,0.362,False,False,0.114,-0.05,0.279,True,False,3.001,1.131,4.871,False,True,3.001,1.808,4.195,False,True
diff_2mg,83,320,0.575,0.519,0.63,False,True,0.175,0.022,0.328,False,False,0.125,-0.029,0.279,True,False,2.978,1.265,4.69,False,True,2.978,1.866,4.089,False,True
diff_2mg,83,360,0.578,0.525,0.629,False,True,0.189,0.045,0.332,False,False,0.122,-0.023,0.267,True,False,3.042,1.461,4.622,False,True,3.042,2.002,4.082,False,True
diff_2mg,83,400,0.575,0.525,0.624,False,True,0.18,0.044,0.316,False,False,0.12,-0.018,0.258,True,False,2.816,1.325,4.308,False,True,2.816,1.827,3.806,False,True
diff_2mg,82,60,0.55,0.416,0.679,True,False,0.133,-0.221,0.488,True,False,0.067,-0.29,0.424,True,False,1.58,-1.846,5.006,True,False,1.58,-0.886,4.046,True,True
diff_2mg,82,80,0.5,0.386,0.614,True,True,0.05,-0.26,0.36,True,False,-0.05,-0.36,0.26,True,False,0.905,-2.204,4.014,True,True,0.905,-1.269,3.079,True,True
diff_2mg,82,100,0.52,0.418,0.621,True,True,0.08,-0.196,0.356,True,False,0.0,-0.277,0.277,True,False,1.954,-0.857,4.765,True,True,1.954,0.031,3.877,False,True
diff_2mg,82,120,0.542,0.448,0.633,True,True,0.1,-0.152,0.352,True,False,0.067,-0.186,0.319,True,False,2.19,-0.537,4.917,True,True,2.19,0.443,3.937,False,True
diff_2mg,82,140,0.529,0.442,0.613,True,True,0.029,-0.206,0.263,True,False,0.086,-0.148,0.319,True,False,1.87,-0.623,4.363,True,True,1.87,0.238,3.502,False,True
diff_2mg,82,160,0.544,0.463,0.623,True,True,0.05,-0.169,0.269,True,False,0.125,-0.092,0.342,True,False,2.065,-0.3,4.43,True,True,2.065,0.554,3.576,False,True
diff_2mg,82,180,0.533,0.458,0.608,True,True,0.022,-0.184,0.229,True,False,0.111,-0.094,0.316,True,False,1.528,-0.689,3.745,True,True,1.528,0.108,2.947,False,True
diff_2mg,82,200,0.52,0.448,0.591,True,True,-0.02,-0.216,0.176,True,False,0.1,-0.095,0.295,True,False,1.467,-0.604,3.538,True,True,1.467,0.133,2.801,False,True
diff_2mg,82,240,0.517,0.451,0.581,True,True,-0.033,-0.212,0.145,True,False,0.1,-0.078,0.278,True,False,1.467,-0.392,3.325,True,True,1.467,0.216,2.717,False,True
diff_2mg,82,280,0.521,0.461,0.581,True,True,0.014,-0.151,0.18,True,True,0.071,-0.094,0.237,True,False,1.23,-0.51,2.97,True,True,1.23,0.081,2.379,False,True
diff_2mg,82,320,0.541,0.484,0.596,True,True,0.075,-0.08,0.23,True,False,0.088,-0.067,0.242,True,False,1.718,0.062,3.373,False,True,1.718,0.624,2.811,False,True
diff_2mg,82,360,0.542,0.489,0.594,True,True,0.078,-0.068,0.223,True,False,0.089,-0.057,0.234,True,False,1.486,-0.055,3.028,True,True,1.486,0.458,2.514,False,True
diff_2mg,82,400,0.55,0.5,0.599,False,True,0.09,-0.048,0.228,True,False,0.11,-0.028,0.248,True,False,1.629,0.143,3.115,False,True,1.629,0.652,2.606,False,True
diff_2mg,81,60,0.5,0.368,0.632,True,True,-0.133,-0.488,0.221,True,False,0.133,-0.221,0.488,True,False,3.05,-0.854,6.954,True,False,3.05,0.574,5.526,False,False
diff_2mg,81,80,0.525,0.41,0.638,True,True,-0.1,-0.408,0.208,True,False,0.2,-0.104,0.504,True,False,3.58,-0.038,7.198,True,False,3.58,1.397,5.763,False,False
diff_2mg,81,100,0.53,0.428,0.631,True,True,0.0,-0.277,0.277,True,False,0.12,-0.155,0.395,True,False,2.888,-0.237,6.013,True,False,2.888,0.874,4.902,False,True
diff_2mg,81,120,0.542,0.448,0.633,True,True,0.0,-0.253,0.253,True,False,0.167,-0.083,0.416,True,False,3.703,0.809,6.598,False,False,3.703,1.874,5.532,False,False
diff_2mg,81,140,0.564,0.478,0.648,True,False,0.057,-0.177,0.291,True,False,0.2,-0.03,0.43,True,False,3.233,0.63,5.836,False,False,3.233,1.504,4.961,False,True
diff_2mg,81,160,0.544,0.463,0.623,True,True,-0.025,-0.244,0.194,True,False,0.2,-0.015,0.415,True,False,2.503,0.038,4.967,False,True,2.503,0.897,4.108,False,True
diff_2mg,81,180,0.578,0.502,0.651,False,False,0.067,-0.139,0.273,True,False,0.244,0.044,0.445,False,False,3.668,1.334,6.001,False,False,3.668,2.163,5.173,False,False
diff_2mg,81,200,0.575,0.503,0.644,False,False,0.06,-0.136,0.256,True,False,0.24,0.05,0.43,False,False,3.248,1.048,5.448,False,False,3.248,1.795,4.701,False,True
diff_2mg,81,240,0.575,0.51,0.638,False,True,0.083,-0.095,0.262,True,False,0.217,0.042,0.391,False,False,3.332,1.366,5.299,False,False,3.332,2.02,4.645,False,True
diff_2mg,81,280,0.568,0.508,0.627,False,True,0.057,-0.108,0.223,True,False,0.214,0.052,0.376,False,False,3.159,1.327,4.99,False,True,3.159,1.936,4.381,False,True
diff_2mg,81,320,0.588,0.531,0.642,False,False,0.088,-0.067,0.242,True,False,0.262,0.113,0.412,False,False,3.439,1.749,5.13,False,False,3.439,2.295,4.584,False,True
diff_2mg,81,360,0.592,0.539,0.643,False,False,0.089,-0.057,0.234,True,False,0.278,0.137,0.418,False,False,3.839,2.258,5.419,False,False,3.839,2.767,4.91,False,True
diff_2mg,81,400,0.58,0.53,0.629,False,True,0.07,-0.068,0.208,True,False,0.25,0.116,0.384,False,False,3.308,1.836,4.78,False,True,3.308,2.291,4.325,False,True
diff_2mg,80,60,0.583,0.449,0.709,True,False,0.267,-0.078,0.612,True,False,0.067,-0.29,0.424,True,False,2.137,-1.641,5.914,True,False,2.137,-0.377,4.651,True,True
diff_2mg,80,80,0.625,0.51,0.731,False,False,0.35,0.06,0.64,False,False,0.15,-0.156,0.456,True,False,2.7,-0.559,5.959,True,False,2.7,0.563,4.837,False,True
diff_2mg,80,100,0.62,0.517,0.715,False,False,0.28,0.014,0.546,False,False,0.2,-0.072,0.472,True,False,3.782,0.781,6.783,False,False,3.782,1.867,5.697,False,False
diff_2mg,80,120,0.617,0.524,0.704,False,False,0.333,0.095,0.572,False,False,0.133,-0.117,0.384,True,False,3.92,1.232,6.608,False,False,3.92,2.164,5.676,False,False
diff_2mg,80,140,0.607,0.521,0.689,False,False,0.286,0.061,0.51,False,False,0.143,-0.089,0.375,True,False,3.707,1.135,6.279,False,False,3.707,2.039,5.375,False,False
diff_2mg,80,160,0.606,0.526,0.682,False,False,0.3,0.091,0.509,False,False,0.125,-0.092,0.342,True,False,3.613,1.174,6.051,False,False,3.613,2.042,5.183,False,False
diff_2mg,80,180,0.589,0.513,0.662,False,False,0.289,0.091,0.487,False,False,0.067,-0.139,0.273,True,False,2.918,0.601,5.235,False,False,2.918,1.43,4.405,False,True
diff_2mg,80,200,0.57,0.498,0.64,True,False,0.2,0.008,0.392,False,False,0.08,-0.115,0.275,True,False,2.436,0.272,4.6,False,True,2.436,1.012,3.86,False,True
diff_2mg,80,240,0.55,0.485,0.614,True,True,0.15,-0.027,0.327,True,False,0.05,-0.129,0.229,True,False,1.917,-0.101,3.936,True,True,1.917,0.606,3.229,False,True
diff_2mg,80,280,0.55,0.49,0.609,True,True,0.157,-0.006,0.321,True,False,0.043,-0.123,0.208,True,False,1.763,-0.05,3.576,True,True,1.763,0.562,2.964,False,True
diff_2mg,80,320,0.569,0.512,0.624,False,True,0.175,0.022,0.328,False,False,0.1,-0.054,0.254,True,False,2.119,0.436,3.802,False,True,2.119,0.992,3.245,False,True
diff_2mg,80,360,0.55,0.497,0.602,True,True,0.133,-0.011,0.278,True,False,0.067,-0.079,0.212,True,False,1.669,0.06,3.277,False,True,1.669,0.617,2.721,False,True
diff_2mg,80,400,0.548,0.497,0.597,True,True,0.1,-0.038,0.238,True,False,0.09,-0.048,0.228,True,False,1.585,0.083,3.088,False,True,1.585,0.584,2.587,False,True
diff_2mg,79,60,0.567,0.432,0.694,True,False,0.2,-0.151,0.551,True,False,0.067,-0.29,0.424,True,False,3.373,0.276,6.471,False,False,3.373,0.708,6.038,False,False
diff_2mg,79,80,0.575,0.459,0.685,True,False,0.2,-0.104,0.504,True,False,0.1,-0.208,0.408,True,False,3.175,0.216,6.134,False,False,3.175,0.909,5.441,False,False
diff_2mg,79,100,0.55,0.447,0.65,True,False,0.08,-0.196,0.356,True,False,0.12,-0.155,0.395,True,False,2.042,-0.721,4.805,True,True,2.042,0.025,4.059,False,True
diff_2mg,79,120,0.542,0.448,0.633,True,True,0.033,-0.22,0.286,True,False,0.133,-0.117,0.384,True,False,1.755,-0.757,4.267,True,True,1.755,-0.071,3.581,True,True
diff_2mg,79,140,0.579,0.492,0.661,True,False,0.114,-0.118,0.347,True,False,0.2,-0.03,0.43,True,False,3.014,0.593,5.435,False,False,3.014,1.294,4.735,False,True
diff_2mg,79,160,0.581,0.501,0.659,False,False,0.125,-0.092,0.342,True,False,0.2,-0.015,0.415,True,False,2.665,0.43,4.9,False,True,2.665,1.055,4.275,False,True
diff_2mg,79,180,0.589,0.513,0.662,False,False,0.133,-0.071,0.338,True,False,0.222,0.021,0.424,False,False,2.768,0.696,4.839,False,True,2.768,1.259,4.277,False,True
diff_2mg,79,200,0.6,0.529,0.668,False,False,0.14,-0.054,0.334,True,False,0.26,0.071,0.449,False,False,2.999,1.0,4.998,False,True,2.999,1.569,4.429,False,True
diff_2mg,79,240,0.6,0.535,0.662,False,False,0.133,-0.044,0.311,True,False,0.267,0.094,0.439,False,False,2.776,0.946,4.606,False,True,2.776,1.48,4.072,False,True
diff_2mg,79,280,0.614,0.555,0.672,False,False,0.2,0.038,0.362,False,False,0.257,0.097,0.417,False,False,3.406,1.686,5.125,False,False,3.406,2.212,4.599,False,True
diff_2mg,79,320,0.625,0.569,0.678,False,False,0.212,0.061,0.364,False,False,0.288,0.139,0.436,False,False,3.547,1.987,5.107,False,False,3.547,2.444,4.649,False,True
diff_2mg,79,360,0.617,0.564,0.667,False,False,0.189,0.045,0.332,False,False,0.278,0.137,0.418,False,False,3.271,1.769,4.772,False,True,3.271,2.234,4.307,False,True
diff_2mg,79,400,0.62,0.57,0.668,False,False,0.2,0.064,0.336,False,False,0.28,0.147,0.413,False,False,3.492,2.069,4.915,False,True,3.492,2.506,4.478,False,True
diff_2mg,78,60,0.5,0.368,0.632,True,True,0.133,-0.221,0.488,True,False,-0.133,-0.488,0.221,True,False,0.463,-3.621,4.547,True,True,0.463,-1.977,2.904,True,True
diff_2mg,78,80,0.538,0.422,0.65,True,False,0.25,-0.05,0.55,True,False,-0.1,-0.408,0.208,True,False,1.92,-1.568,5.408,True,False,1.92,-0.224,4.064,True,True
diff_2mg,78,100,0.55,0.447,0.65,True,False,0.2,-0.072,0.472,True,False,0.0,-0.277,0.277,True,False,1.658,-1.576,4.892,True,True,1.658,-0.281,3.597,True,True
diff_2mg,78,120,0.583,0.49,0.673,True,False,0.267,0.023,0.511,False,False,0.067,-0.186,0.319,True,False,2.163,-0.71,5.037,True,False,2.163,0.385,3.941,False,True
diff_2mg,78,140,0.593,0.507,0.675,False,False,0.286,0.061,0.51,False,False,0.086,-0.148,0.319,True,False,2.441,-0.105,4.988,True,True,2.441,0.804,4.079,False,True
diff_2mg,78,160,0.581,0.501,0.659,False,False,0.225,0.011,0.439,False,False,0.1,-0.118,0.318,True,False,2.21,-0.193,4.613,True,True,2.21,0.667,3.753,False,True
diff_2mg,78,180,0.583,0.508,0.656,False,False,0.222,0.021,0.424,False,False,0.111,-0.094,0.316,True,False,2.356,0.105,4.606,False,True,2.356,0.92,3.791,False,True
diff_2mg,78,200,0.58,0.508,0.649,False,False,0.24,0.05,0.43,False,False,0.08,-0.115,0.275,True,False,2.063,-0.066,4.192,True,True,2.063,0.693,3.433,False,True
diff_2mg,78,240,0.558,0.493,0.622,True,True,0.167,-0.01,0.343,True,False,0.067,-0.112,0.245,True,False,1.165,-0.775,3.105,True,True,1.165,-0.087,2.417,True,True
diff_2mg,78,280,0.561,0.5,0.62,False,True,0.2,0.038,0.362,False,False,0.043,-0.123,0.208,True,False,1.501,-0.31,3.312,True,True,1.501,0.353,2.648,False,True
diff_2mg,78,320,0.547,0.491,0.602,True,True,0.162,0.01,0.315,False,False,0.025,-0.13,0.18,True,True,1.366,-0.319,3.052,True,True,1.366,0.295,2.437,False,True
diff_2mg,78,360,0.553,0.5,0.605,False,True,0.2,0.057,0.343,False,False,0.011,-0.135,0.157,True,True,1.348,-0.232,2.928,True,True,1.348,0.343,2.352,False,True
diff_2mg,78,400,0.55,0.5,0.599,False,True,0.18,0.044,0.316,False,False,0.02,-0.119,0.159,True,True,1.533,0.048,3.017,False,True,1.533,0.571,2.494,False,True
diff_2mg,77,60,0.617,0.482,0.739,True,False,0.267,-0.078,0.612,True,False,0.2,-0.151,0.551,True,False,3.55,-0.137,7.237,True,False,3.55,1.073,6.027,False,False
diff_2mg,77,80,0.612,0.497,0.719,True,False,0.2,-0.104,0.504,True,False,0.25,-0.05,0.55,True,False,3.44,-0.089,6.969,True,False,3.44,1.16,5.72,False,False
diff_2mg,77,100,0.6,0.497,0.697,True,False,0.2,-0.072,0.472,True,False,0.2,-0.072,0.472,True,False,3.376,0.211,6.541,False,False,3.376,1.425,5.327,False,False
