scenario,trial,sample_size,cgr,cgr_ciL,cgr_ciH,cgr_nsd,cgr_eqv,bbi_C,bbi_C_ciL,bbi_C_ciH,bbi_C_nsd,bbi_C_eqv,bbi_T,bbi_T_ciL,bbi_T_ciH,bbi_T_nsd,bbi_T_eqv,gmg,gmg_ciL,gmg_ciH,gmg_nsd,gmg_eqv,gmgc,gmgc_ciL,gmgc_ciH,gmgc_nsd,gmgc_eqv
diff_2mg,99,240,0.558,0.493,0.622,True,True,0.017,-0.162,0.196,True,True,0.217,0.042,0.391,False,False,3.828,1.896,5.761,False,False,3.828,2.553,5.104,False,False
diff_2mg,99,280,0.546,0.486,0.606,True,True,0.014,-0.151,0.18,True,True,0.171,0.008,0.335,False,False,3.119,1.324,4.913,False,True,3.119,1.949,4.288,False,True
diff_2mg,99,320,0.544,0.487,0.599,True,True,0.05,-0.105,0.205,True,False,0.125,-0.029,0.279,True,False,2.801,1.153,4.448,False,True,2.801,1.705,3.897,False,True
diff_2mg,99,360,0.542,0.489,0.594,True,True,0.044,-0.101,0.19,True,True,0.122,-0.023,0.267,True,False,2.738,1.176,4.3,False,True,2.738,1.695,3.782,False,True
diff_2mg,99,400,0.562,0.512,0.612,False,True,0.07,-0.068,0.208,True,False,0.18,0.044,0.316,False,False,3.252,1.764,4.741,False,True,3.252,2.254,4.251,False,True
diff_2mg,98,60,0.567,0.432,0.694,True,False,0.2,-0.151,0.551,True,False,0.067,-0.29,0.424,True,False,1.203,-2.787,5.193,True,False,1.203,-1.285,3.691,True,True
diff_2mg,98,80,0.612,0.497,0.719,True,False,0.25,-0.05,0.55,True,False,0.2,-0.104,0.504,True,False,3.635,0.143,7.127,False,False,3.635,1.454,5.816,False,False
diff_2mg,98,100,0.62,0.517,0.715,False,False,0.28,0.014,0.546,False,False,0.2,-0.072,0.472,True,False,3.484,0.448,6.52,False,False,3.484,1.504,5.464,False,False
diff_2mg,98,120,0.625,0.532,0.712,False,False,0.267,0.023,0.511,False,False,0.233,-0.013,0.479,True,False,3.192,0.44,5.943,False,False,3.192,1.423,4.96,False,True
diff_2mg,98,140,0.614,0.528,0.695,False,False,0.257,0.031,0.484,False,False,0.2,-0.03,0.43,True,False,3.219,0.69,5.748,False,False,3.219,1.6,4.837,False,True
diff_2mg,98,160,0.612,0.532,0.688,False,False,0.275,0.064,0.486,False,False,0.175,-0.041,0.391,True,False,3.389,1.05,5.727,False,False,3.389,1.877,4.901,False,True
diff_2mg,98,180,0.611,0.536,0.683,False,False,0.244,0.044,0.445,False,False,0.2,-0.002,0.402,True,False,2.784,0.567,5.001,False,False,2.784,1.36,4.209,False,True
diff_2mg,98,200,0.62,0.549,0.688,False,False,0.24,0.05,0.43,False,False,0.24,0.05,0.43,False,False,3.123,1.037,5.209,False,False,3.123,1.767,4.479,False,True
diff_2mg,98,240,0.592,0.527,0.654,False,False,0.183,0.007,0.359,False,False,0.183,0.007,0.359,False,False,2.56,0.617,4.503,False,True,2.56,1.332,3.788,False,True
diff_2mg,98,280,0.611,0.551,0.668,False,False,0.229,0.067,0.39,False,False,0.214,0.052,0.376,False,False,3.148,1.355,4.941,False,True,3.148,2.014,4.282,False,True
diff_2mg,98,320,0.603,0.547,0.657,False,False,0.238,0.087,0.388,False,False,0.175,0.022,0.328,False,False,3.129,1.407,4.851,False,True,3.129,2.076,4.181,False,True
diff_2mg,98,360,0.586,0.533,0.637,False,True,0.211,0.068,0.354,False,False,0.133,-0.011,0.278,True,False,3.039,1.412,4.665,False,True,3.039,2.04,4.038,False,True
diff_2mg,98,400,0.598,0.548,0.646,False,False,0.23,0.095,0.365,False,False,0.16,0.023,0.297,False,False,3.281,1.741,4.82,False,True,3.281,2.325,4.236,False,True
diff_2mg,97,60,0.667,0.533,0.783,False,False,0.4,0.072,0.728,False,False,0.267,-0.078,0.612,True,False,5.3,2.044,8.556,False,False,5.3,2.932,7.668,False,False
diff_2mg,97,80,0.65,0.535,0.753,False,False,0.35,0.06,0.64,False,False,0.25,-0.05,0.55,True,False,5.172,2.137,8.208,False,False,5.172,3.097,7.248,False,False
diff_2mg,97,100,0.61,0.507,0.706,False,False,0.2,-0.072,0.472,True,False,0.24,-0.029,0.509,True,False,2.918,-0.131,5.967,True,False,2.918,1.052,4.784,False,True
diff_2mg,97,120,0.567,0.473,0.657,True,False,0.133,-0.117,0.384,True,False,0.133,-0.117,0.384,True,False,2.46,-0.248,5.168,True,False,2.46,0.753,4.167,False,True
diff_2mg,97,140,0.564,0.478,0.648,True,False,0.086,-0.148,0.319,True,False,0.171,-0.059,0.402,True,False,3.084,0.478,5.69,False,False,3.084,1.49,4.679,False,True
diff_2mg,97,160,0.575,0.494,0.653,True,False,0.1,-0.118,0.318,True,False,0.2,-0.015,0.415,True,False,3.335,0.982,5.688,False,False,3.335,1.856,4.814,False,True
diff_2mg,97,180,0.567,0.491,0.64,True,False,0.089,-0.117,0.295,True,False,0.178,-0.026,0.381,True,False,2.848,0.681,5.014,False,False,2.848,1.467,4.229,False,True
diff_2mg,97,200,0.58,0.508,0.649,False,False,0.12,-0.075,0.315,True,False,0.2,0.008,0.392,False,False,3.299,1.242,5.356,False,False,3.299,1.987,4.611,False,True
diff_2mg,97,240,0.583,0.518,0.646,False,False,0.1,-0.078,0.278,True,False,0.233,0.059,0.407,False,False,3.343,1.427,5.258,False,False,3.343,2.13,4.555,False,True
diff_2mg,97,280,0.582,0.522,0.641,False,False,0.171,0.008,0.335,False,False,0.157,-0.006,0.321,True,False,3.311,1.568,5.055,False,False,3.311,2.19,4.432,False,True
diff_2mg,97,320,0.588,0.531,0.642,False,False,0.15,-0.003,0.303,True,False,0.2,0.048,0.352,False,False,3.537,1.925,5.149,False,False,3.537,2.48,4.594,False,True
diff_2mg,97,360,0.575,0.522,0.627,False,True,0.1,-0.045,0.245,True,False,0.2,0.057,0.343,False,False,3.241,1.712,4.769,False,True,3.241,2.221,4.26,False,True
diff_2mg,97,400,0.578,0.527,0.626,False,True,0.13,-0.007,0.267,True,False,0.18,0.044,0.316,False,False,3.011,1.545,4.477,False,True,3.011,2.044,3.978,False,True
diff_2mg,96,60,0.533,0.4,0.663,True,False,0.133,-0.221,0.488,True,False,0.0,-0.358,0.358,True,False,1.83,-2.487,6.147,True,False,1.83,-1.016,4.676,True,True
diff_2mg,96,80,0.538,0.422,0.65,True,False,0.15,-0.156,0.456,True,False,0.0,-0.31,0.31,True,False,1.482,-2.214,5.179,True,False,1.482,-0.934,3.899,True,True
diff_2mg,96,100,0.56,0.457,0.659,True,False,0.16,-0.114,0.434,True,False,0.08,-0.196,0.356,True,False,1.794,-1.354,4.942,True,True,1.794,-0.325,3.913,True,True
diff_2mg,96,120,0.533,0.44,0.625,True,True,0.1,-0.152,0.352,True,False,0.033,-0.22,0.286,True,False,0.802,-2.226,3.829,True,True,0.802,-1.106,2.709,True,True
diff_2mg,96,140,0.529,0.442,0.613,True,True,0.086,-0.148,0.319,True,False,0.029,-0.206,0.263,True,False,0.887,-1.84,3.615,True,True,0.887,-0.869,2.643,True,True
diff_2mg,96,160,0.519,0.438,0.598,True,True,0.075,-0.144,0.294,True,False,0.0,-0.219,0.219,True,False,0.646,-1.888,3.181,True,True,0.646,-0.98,2.272,True,True
diff_2mg,96,180,0.522,0.447,0.597,True,True,0.022,-0.184,0.229,True,False,0.067,-0.139,0.273,True,False,1.043,-1.336,3.423,True,True,1.043,-0.49,2.577,True,True
diff_2mg,96,200,0.525,0.453,0.596,True,True,0.04,-0.156,0.236,True,False,0.06,-0.136,0.256,True,False,1.198,-1.028,3.424,True,True,1.198,-0.271,2.667,True,True
diff_2mg,96,240,0.533,0.468,0.598,True,True,0.033,-0.145,0.212,True,False,0.1,-0.078,0.278,True,False,1.195,-0.805,3.195,True,True,1.195,-0.125,2.515,True,True
diff_2mg,96,280,0.536,0.475,0.595,True,True,0.014,-0.151,0.18,True,True,0.129,-0.036,0.293,True,False,1.634,-0.187,3.455,True,True,1.634,0.416,2.853,False,True
diff_2mg,96,320,0.541,0.484,0.596,True,True,0.025,-0.13,0.18,True,True,0.138,-0.016,0.291,True,False,1.699,0.014,3.385,False,True,1.699,0.559,2.839,False,True
diff_2mg,96,360,0.558,0.505,0.61,False,True,0.111,-0.034,0.256,True,False,0.122,-0.023,0.267,True,False,2.496,0.834,4.158,False,True,2.496,1.428,3.565,False,True
diff_2mg,96,400,0.55,0.5,0.599,False,True,0.1,-0.038,0.238,True,False,0.1,-0.038,0.238,True,False,2.409,0.838,3.98,False,True,2.409,1.396,3.422,False,True
diff_2mg,95,60,0.55,0.416,0.679,True,False,0.067,-0.29,0.424,True,False,0.133,-0.221,0.488,True,False,2.437,-0.677,5.55,True,False,2.437,0.089,4.784,False,True
diff_2mg,95,80,0.525,0.41,0.638,True,True,0.1,-0.208,0.408,True,False,0.0,-0.31,0.31,True,False,0.96,-1.815,3.735,True,True,0.96,-1.183,3.103,True,True
diff_2mg,95,100,0.53,0.428,0.631,True,True,0.2,-0.072,0.472,True,False,-0.08,-0.356,0.196,True,False,1.432,-1.237,4.101,True,True,1.432,-0.577,3.441,True,True
diff_2mg,95,120,0.525,0.432,0.617,True,True,0.167,-0.083,0.416,True,False,-0.067,-0.319,0.186,True,False,1.542,-0.881,3.965,True,True,1.542,-0.279,3.362,True,True
diff_2mg,95,140,0.529,0.442,0.613,True,True,0.171,-0.059,0.402,True,False,-0.057,-0.291,0.177,True,False,1.33,-0.971,3.631,True,True,1.33,-0.336,2.996,True,True
diff_2mg,95,160,0.525,0.445,0.604,True,True,0.125,-0.092,0.342,True,False,-0.025,-0.244,0.194,True,False,1.42,-0.738,3.578,True,True,1.42,-0.125,2.965,True,True
diff_2mg,95,180,0.544,0.469,0.619,True,True,0.178,-0.026,0.381,True,False,0.0,-0.207,0.207,True,False,1.814,-0.212,3.841,True,True,1.814,0.353,3.276,False,True
diff_2mg,95,200,0.535,0.463,0.606,True,True,0.18,-0.013,0.373,True,False,-0.04,-0.236,0.156,True,False,1.519,-0.38,3.418,True,True,1.519,0.117,2.921,False,True
diff_2mg,95,240,0.554,0.489,0.618,True,True,0.2,0.025,0.375,False,False,0.017,-0.162,0.196,True,True,1.463,-0.251,3.176,True,True,1.463,0.208,2.717,False,True
diff_2mg,95,280,0.539,0.479,0.599,True,True,0.129,-0.036,0.293,True,False,0.029,-0.137,0.194,True,True,1.184,-0.427,2.795,True,True,1.184,0.01,2.358,False,True
diff_2mg,95,320,0.55,0.494,0.605,True,True,0.162,0.01,0.315,False,False,0.038,-0.117,0.192,True,True,0.997,-0.527,2.521,True,True,0.997,-0.105,2.099,True,True
diff_2mg,95,360,0.542,0.489,0.594,True,True,0.144,-0.0,0.289,False,False,0.022,-0.124,0.168,True,True,1.123,-0.35,2.595,True,True,1.123,0.083,2.163,False,True
diff_2mg,95,400,0.528,0.477,0.577,True,True,0.12,-0.018,0.258,True,False,-0.01,-0.149,0.129,True,True,0.954,-0.445,2.352,True,True,0.954,-0.03,1.937,True,True
diff_2mg,94,60,0.667,0.533,0.783,False,False,0.333,-0.004,0.671,True,False,0.333,-0.004,0.671,True,False,6.933,2.834,11.033,False,False,6.933,4.408,9.459,False,False
diff_2mg,94,80,0.675,0.561,0.776,False,False,0.4,0.116,0.684,False,False,0.3,0.004,0.596,False,False,6.93,3.472,10.388,False,False,6.93,4.737,9.123,False,False
diff_2mg,94,100,0.64,0.538,0.734,False,False,0.36,0.101,0.619,False,False,0.2,-0.072,0.472,True,False,5.68,2.506,8.854,False,False,5.68,3.663,7.697,False,False
diff_2mg,94,120,0.633,0.541,0.719,False,False,0.333,0.095,0.572,False,False,0.2,-0.048,0.448,True,False,5.113,2.298,7.929,False,False,5.113,3.308,6.919,False,False
diff_2mg,94,140,0.621,0.536,0.702,False,False,0.286,0.061,0.51,False,False,0.2,-0.03,0.43,True,False,4.673,2.054,7.292,False,False,4.673,3.041,6.305,False,False
diff_2mg,94,160,0.638,0.558,0.712,False,False,0.3,0.091,0.509,False,False,0.25,0.038,0.462,False,False,5.311,2.849,7.773,False,False,5.311,3.824,6.798,False,False
diff_2mg,94,180,0.644,0.57,0.714,False,False,0.311,0.115,0.507,False,False,0.267,0.068,0.466,False,False,5.562,3.307,7.817,False,False,5.562,4.146,6.979,False,False
diff_2mg,94,200,0.645,0.574,0.711,False,False,0.32,0.134,0.506,False,False,0.26,0.071,0.449,False,False,5.513,3.409,7.617,False,False,5.513,4.145,6.881,False,False
diff_2mg,94,240,0.638,0.573,0.698,False,False,0.333,0.165,0.502,False,False,0.217,0.042,0.391,False,False,5.285,3.324,7.246,False,False,5.285,4.016,6.554,False,False
diff_2mg,94,280,0.607,0.547,0.665,False,False,0.271,0.112,0.431,False,False,0.157,-0.006,0.321,True,False,4.404,2.589,6.218,False,False,4.404,3.23,5.577,False,False
diff_2mg,94,320,0.612,0.557,0.666,False,False,0.288,0.139,0.436,False,False,0.162,0.01,0.315,False,False,3.988,2.304,5.671,False,False,3.988,2.889,5.086,False,False
diff_2mg,94,360,0.6,0.547,0.651,False,False,0.244,0.103,0.386,False,False,0.156,0.011,0.3,False,False,3.983,2.401,5.565,False,False,3.983,2.942,5.024,False,False
diff_2mg,94,400,0.605,0.555,0.653,False,False,0.25,0.116,0.384,False,False,0.17,0.033,0.307,False,False,4.134,2.627,5.64,False,False,4.134,3.149,5.118,False,False
diff_2mg,93,60,0.483,0.352,0.616,True,False,-0.067,-0.424,0.29,True,False,0.0,-0.358,0.358,True,False,1.273,-2.499,5.046,True,False,1.273,-1.295,3.842,True,True
diff_2mg,93,80,0.488,0.374,0.602,True,True,-0.15,-0.456,0.156,True,False,0.1,-0.208,0.408,True,False,0.408,-2.804,3.619,True,True,0.408,-1.794,2.609,True,True
diff_2mg,93,100,0.49,0.389,0.592,True,True,-0.16,-0.434,0.114,True,False,0.12,-0.155,0.395,True,False,0.422,-2.297,3.141,True,True,0.422,-1.544,2.388,True,True
diff_2mg,93,120,0.5,0.407,0.593,True,True,-0.1,-0.352,0.152,True,False,0.1,-0.152,0.352,True,False,0.422,-2.014,2.858,True,True,0.422,-1.395,2.238,True,True
diff_2mg,93,140,0.521,0.435,0.607,True,True,-0.114,-0.347,0.118,True,False,0.2,-0.03,0.43,True,False,0.62,-1.615,2.855,True,True,0.62,-1.054,2.294,True,True
diff_2mg,93,160,0.512,0.432,0.592,True,True,-0.125,-0.342,0.092,True,False,0.175,-0.041,0.391,True,False,0.125,-1.983,2.233,True,True,0.125,-1.453,1.703,True,True
diff_2mg,93,180,0.5,0.425,0.575,True,True,-0.133,-0.338,0.071,True,False,0.133,-0.071,0.338,True,False,-0.148,-2.149,1.853,True,True,-0.148,-1.628,1.332,True,True
diff_2mg,93,200,0.515,0.443,0.586,True,True,-0.08,-0.275,0.115,True,False,0.14,-0.054,0.334,True,False,0.204,-1.669,2.077,True,True,0.204,-1.198,1.606,True,True
diff_2mg,93,240,0.521,0.456,0.586,True,True,-0.05,-0.229,0.129,True,False,0.133,-0.044,0.311,True,False,0.548,-1.148,2.245,True,True,0.548,-0.727,1.824,True,True
diff_2mg,93,280,0.511,0.451,0.571,True,True,0.014,-0.151,0.18,True,True,0.029,-0.137,0.194,True,True,0.224,-1.386,1.834,True,True,0.224,-0.961,1.409,True,True
diff_2mg,93,320,0.519,0.462,0.575,True,True,0.038,-0.117,0.192,True,True,0.038,-0.117,0.192,True,True,0.721,-0.842,2.285,True,True,0.721,-0.403,1.846,True,True
diff_2mg,93,360,0.531,0.478,0.583,True,True,0.044,-0.101,0.19,True,True,0.078,-0.068,0.223,True,False,1.188,-0.271,2.648,True,True,1.188,0.134,2.243,False,True
diff_2mg,93,400,0.55,0.5,0.599,False,True,0.08,-0.058,0.218,True,False,0.12,-0.018,0.258,True,False,1.816,0.398,3.235,False,True,1.816,0.82,2.813,False,True
diff_2mg,92,60,0.517,0.384,0.648,True,False,0.267,-0.078,0.612,True,False,-0.2,-0.551,0.151,True,False,1.987,-1.481,5.455,True,False,1.987,-0.442,4.415,True,True
diff_2mg,92,80,0.512,0.398,0.626,True,True,0.25,-0.05,0.55,True,False,-0.2,-0.504,0.104,True,False,1.888,-1.032,4.807,True,True,1.888,-0.3,4.075,True,True
diff_2mg,92,100,0.49,0.389,0.592,True,True,0.16,-0.114,0.434,True,False,-0.2,-0.472,0.072,True,False,1.13,-1.684,3.944,True,True,1.13,-0.786,3.046,True,True
diff_2mg,92,120,0.492,0.399,0.584,True,True,0.133,-0.117,0.384,True,False,-0.167,-0.416,0.083,True,False,1.228,-1.328,3.784,True,True,1.228,-0.542,2.999,True,True
diff_2mg,92,140,0.486,0.4,0.572,True,True,0.114,-0.118,0.347,True,False,-0.171,-0.402,0.059,True,False,0.973,-1.381,3.326,True,True,0.973,-0.678,2.624,True,True
diff_2mg,92,160,0.488,0.408,0.568,True,True,0.125,-0.092,0.342,True,False,-0.175,-0.391,0.041,True,False,0.682,-1.479,2.844,True,True,0.682,-0.88,2.245,True,True
diff_2mg,92,180,0.506,0.43,0.581,True,True,0.178,-0.026,0.381,True,False,-0.156,-0.36,0.049,True,False,0.942,-1.095,2.98,True,True,0.942,-0.524,2.409,True,True
diff_2mg,92,200,0.48,0.409,0.552,True,True,0.1,-0.095,0.295,True,False,-0.18,-0.373,0.013,True,False,0.045,-1.954,2.044,True,True,0.045,-1.333,1.423,True,True
diff_2mg,92,240,0.508,0.443,0.573,True,True,0.1,-0.078,0.278,True,False,-0.067,-0.245,0.112,True,False,0.778,-1.126,2.683,True,True,0.778,-0.483,2.04,True,True
diff_2mg,92,280,0.518,0.458,0.578,True,True,0.114,-0.05,0.279,True,False,-0.043,-0.208,0.123,True,False,1.112,-0.638,2.862,True,True,1.112,-0.041,2.265,True,True
diff_2mg,92,320,0.531,0.475,0.587,True,True,0.15,-0.003,0.303,True,False,-0.025,-0.18,0.13,True,True,1.64,0.008,3.272,False,True,1.64,0.569,2.711,False,True
diff_2mg,92,360,0.544,0.491,0.597,True,True,0.156,0.011,0.3,False,False,0.022,-0.124,0.168,True,True,2.016,0.449,3.582,False,True,2.016,1.004,3.027,False,True
diff_2mg,92,400,0.552,0.502,0.602,False,True,0.16,0.023,0.297,False,False,0.05,-0.088,0.188,True,True,2.333,0.832,3.835,False,True,2.333,1.356,3.311,False,True
diff_2mg,91,60,0.517,0.384,0.648,True,False,0.067,-0.29,0.424,True,False,0.0,-0.358,0.358,True,False,-0.6,-4.125,2.925,True,True,-0.6,-3.151,1.951,True,True
diff_2mg,91,80,0.538,0.422,0.65,True,False,0.2,-0.104,0.504,True,False,-0.05,-0.36,0.26,True,False,-0.295,-3.424,2.834,True,True,-0.295,-2.469,1.879,True,True
diff_2mg,91,100,0.53,0.428,0.631,True,True,0.16,-0.114,0.434,True,False,-0.04,-0.317,0.237,True,False,-0.006,-2.711,2.699,True,True,-0.006,-1.981,1.969,True,True
diff_2mg,91,120,0.533,0.44,0.625,True,True,0.133,-0.117,0.384,True,False,0.0,-0.253,0.253,True,False,-0.245,-2.68,2.19,True,True,-0.245,-2.019,1.529,True,True
diff_2mg,91,140,0.536,0.45,0.62,True,True,0.114,-0.118,0.347,True,False,0.029,-0.206,0.263,True,False,0.141,-2.126,2.409,True,True,0.141,-1.49,1.773,True,True
diff_2mg,91,160,0.525,0.445,0.604,True,True,0.075,-0.144,0.294,True,False,0.025,-0.194,0.244,True,False,-0.155,-2.268,1.958,True,True,-0.155,-1.651,1.341,True,True
diff_2mg,91,180,0.539,0.463,0.613,True,True,0.111,-0.094,0.316,True,False,0.044,-0.162,0.251,True,False,0.416,-1.654,2.485,True,True,0.416,-0.998,1.829,True,True
diff_2mg,91,200,0.535,0.463,0.606,True,True,0.06,-0.136,0.256,True,False,0.08,-0.115,0.275,True,False,0.207,-1.723,2.137,True,True,0.207,-1.115,1.529,True,True
diff_2mg,91,240,0.562,0.497,0.626,True,True,0.117,-0.061,0.294,True,False,0.133,-0.044,0.311,True,False,0.902,-0.83,2.635,True,True,0.902,-0.31,2.115,True,True
diff_2mg,91,280,0.568,0.508,0.627,False,True,0.114,-0.05,0.279,True,False,0.157,-0.006,0.321,True,False,1.234,-0.377,2.844,True,True,1.234,0.097,2.37,False,True
diff_2mg,91,320,0.566,0.509,0.621,False,True,0.075,-0.08,0.23,True,False,0.188,0.035,0.34,False,False,1.454,-0.077,2.984,True,True,1.454,0.398,2.509,False,True
diff_2mg,91,360,0.561,0.508,0.613,False,True,0.044,-0.101,0.19,True,True,0.2,0.057,0.343,False,False,1.614,0.125,3.104,False,True,1.614,0.629,2.6,False,True
diff_2mg,91,400,0.558,0.507,0.607,False,True,0.05,-0.088,0.188,True,True,0.18,0.044,0.316,False,False,1.435,0.026,2.844,False,True,1.435,0.499,2.371,False,True
diff_2mg,90,60,0.583,0.449,0.709,True,False,0.4,0.072,0.728,False,False,-0.067,-0.424,0.29,True,False,2.187,-1.851,6.224,True,False,2.187,-0.462,4.835,True,True
diff_2mg,90,80,0.612,0.497,0.719,True,False,0.4,0.116,0.684,False,False,0.05,-0.26,0.36,True,False,3.438,-0.153,7.028,True,False,3.438,1.268,5.607,False,False
diff_2mg,90,100,0.58,0.477,0.678,True,False,0.36,0.101,0.619,False,False,-0.04,-0.317,0.237,True,False,3.278,0.157,6.399,False,False,3.278,1.37,5.186,False,False
diff_2mg,90,120,0.592,0.498,0.68,True,False,0.367,0.131,0.602,False,False,0.0,-0.253,0.253,True,False,3.68,0.936,6.424,False,False,3.68,1.986,5.374,False,False
diff_2mg,90,140,0.55,0.464,0.634,True,True,0.171,-0.059,0.402,True,False,0.029,-0.206,0.263,True,False,2.506,-0.07,5.082,True,False,2.506,0.948,4.064,False,True
diff_2mg,90,160,0.556,0.476,0.635,True,True,0.2,-0.015,0.415,True,False,0.025,-0.194,0.244,True,False,2.419,-0.054,4.891,True,True,2.419,0.949,3.889,False,True
diff_2mg,90,180,0.544,0.469,0.619,True,True,0.156,-0.049,0.36,True,False,0.022,-0.184,0.229,True,False,2.187,-0.065,4.438,True,True,2.187,0.799,3.574,False,True
diff_2mg,90,200,0.54,0.468,0.611,True,True,0.18,-0.013,0.373,True,False,-0.02,-0.216,0.176,True,False,1.901,-0.177,3.979,True,True,1.901,0.599,3.203,False,True
diff_2mg,90,240,0.55,0.485,0.614,True,True,0.167,-0.01,0.343,True,False,0.033,-0.145,0.212,True,False,2.354,0.494,4.214,False,True,2.354,1.148,3.561,False,True
diff_2mg,90,280,0.554,0.493,0.613,True,True,0.171,0.008,0.335,False,False,0.043,-0.123,0.208,True,False,2.719,0.994,4.443,False,True,2.719,1.618,3.819,False,True
diff_2mg,90,320,0.553,0.497,0.608,True,True,0.15,-0.003,0.303,True,False,0.062,-0.092,0.217,True,False,2.589,0.974,4.203,False,True,2.589,1.544,3.634,False,True
diff_2mg,90,360,0.556,0.503,0.608,False,True,0.167,0.023,0.311,False,False,0.056,-0.09,0.201,True,False,2.686,1.163,4.208,False,True,2.686,1.704,3.667,False,True
diff_2mg,90,400,0.568,0.517,0.617,False,True,0.19,0.054,0.326,False,False,0.08,-0.058,0.218,True,False,2.864,1.439,4.288,False,True,2.864,1.945,3.782,False,True
diff_2mg,89,60,0.5,0.368,0.632,True,True,0.067,-0.29,0.424,True,False,-0.067,-0.424,0.29,True,False,2.453,-1.374,6.28,True,False,2.453,-0.087,4.994,True,True
diff_2mg,89,80,0.488,0.374,0.602,True,True,-0.05,-0.36,0.26,True,False,0.0,-0.31,0.31,True,False,1.57,-1.642,4.782,True,True,1.57,-0.594,3.734,True,True
diff_2mg,89,100,0.5,0.398,0.602,True,True,-0.08,-0.356,0.196,True,False,0.08,-0.196,0.356,True,False,1.776,-1.204,4.756,True,True,1.776,-0.157,3.709,True,True
diff_2mg,89,120,0.525,0.432,0.617,True,True,0.0,-0.253,0.253,True,False,0.1,-0.152,0.352,True,False,2.123,-0.509,4.755,True,True,2.123,0.313,3.934,False,True
diff_2mg,89,140,0.543,0.457,0.627,True,True,0.0,-0.234,0.234,True,False,0.171,-0.059,0.402,True,False,2.241,-0.205,4.688,True,True,2.241,0.539,3.944,False,True
diff_2mg,89,160,0.55,0.469,0.629,True,True,0.0,-0.219,0.219,True,False,0.2,-0.015,0.415,True,False,2.654,0.206,5.101,False,False,2.654,1.067,4.24,False,True
diff_2mg,89,180,0.544,0.469,0.619,True,True,0.044,-0.162,0.251,True,False,0.133,-0.071,0.338,True,False,2.819,0.523,5.115,False,False,2.819,1.322,4.316,False,True
diff_2mg,89,200,0.54,0.468,0.611,True,True,0.06,-0.136,0.256,True,False,0.1,-0.095,0.295,True,False,2.775,0.618,4.932,False,True,2.775,1.362,4.188,False,True
diff_2mg,89,240,0.558,0.493,0.622,True,True,0.1,-0.078,0.278,True,False,0.133,-0.044,0.311,True,False,2.778,0.832,4.723,False,True,2.778,1.505,4.05,False,True
diff_2mg,89,280,0.539,0.479,0.599,True,True,0.057,-0.108,0.223,True,False,0.1,-0.065,0.265,True,False,1.831,0.055,3.608,False,True,1.831,0.655,3.008,False,True
diff_2mg,89,320,0.544,0.487,0.599,True,True,0.038,-0.117,0.192,True,True,0.138,-0.016,0.291,True,False,1.976,0.305,3.646,False,True,1.976,0.865,3.087,False,True
diff_2mg,89,360,0.556,0.503,0.608,False,True,0.078,-0.068,0.223,True,False,0.144,-0.0,0.289,False,False,2.314,0.719,3.908,False,True,2.314,1.259,3.369,False,True
diff_2mg,89,400,0.542,0.492,0.592,True,True,0.04,-0.098,0.178,True,True,0.13,-0.007,0.267,True,False,2.106,0.598,3.615,False,True,2.106,1.106,3.107,False,True
diff_2mg,88,60,0.517,0.384,0.648,True,False,0.067,-0.29,0.424,True,False,0.0,-0.358,0.358,True,False,3.903,-0.722,8.529,True,False,3.903,1.505,6.301,False,False
diff_2mg,88,80,0.525,0.41,0.638,True,True,0.05,-0.26,0.36,True,False,0.05,-0.26,0.36,True,False,4.415,0.618,8.212,False,False,4.415,2.259,6.571,False,False
diff_2mg,88,100,0.53,0.428,0.631,True,True,0.12,-0.155,0.395,True,False,0.0,-0.277,0.277,True,False,4.086,0.761,7.411,False,False,4.086,2.11,6.062,False,False
diff_2mg,88,120,0.542,0.448,0.633,True,True,0.2,-0.048,0.448,True,False,-0.033,-0.286,0.22,True,False,3.58,0.625,6.535,False,False,3.58,1.811,5.349,False,False
diff_2mg,88,140,0.514,0.428,0.6,True,True,0.086,-0.148,0.319,True,False,-0.029,-0.263,0.206,True,False,2.446,-0.468,5.359,True,False,2.446,0.775,4.117,False,True
diff_2mg,88,160,0.512,0.432,0.592,True,True,0.05,-0.169,0.269,True,False,0.0,-0.219,0.219,True,False,2.193,-0.53,4.915,True,True,2.193,0.629,3.756,False,True
diff_2mg,88,180,0.517,0.441,0.592,True,True,0.044,-0.162,0.251,True,False,0.022,-0.184,0.229,True,False,2.361,-0.152,4.874,True,True,2.361,0.903,3.819,False,True
diff_2mg,88,200,0.51,0.439,0.581,True,True,0.02,-0.176,0.216,True,False,0.02,-0.176,0.216,True,False,2.232,-0.097,4.561,True,True,2.232,0.861,3.603,False,True
diff_2mg,88,240,0.512,0.447,0.577,True,True,0.033,-0.145,0.212,True,False,0.017,-0.162,0.196,True,True,1.968,-0.137,4.073,True,True,1.968,0.693,3.243,False,True
diff_2mg,88,280,0.521,0.461,0.581,True,True,0.043,-0.123,0.208,True,False,0.043,-0.123,0.208,True,False,1.95,0.056,3.844,False,True,1.95,0.775,3.125,False,True
diff_2mg,88,320,0.531,0.475,0.587,True,True,0.05,-0.105,0.205,True,False,0.075,-0.08,0.23,True,False,2.042,0.268,3.815,False,True,2.042,0.93,3.154,False,True
